통합키,회사명,공고제목,직무,직무상세,직무키워드,담당업무,자격요건,우대사항,직종,업종,직급직책,근무시간,급여,채용인원,채용인원구분,학력,상세주소,경력구분,최소연차,고용형태표준,시도,시군구,기술스택,마감일,마감구분,게재사이트수,게재사이트,대표URL,전체URL,수집시각,부산판정근거,부산판정확실도
KR2026090700001209,부산대학교병원,2026년도 일반직(간호직) 신규직원 블라인드 공개채용 모집 공고,"간호, 직원, 간호직, 신규직원",간호직(간호사) ○ 선발직급 : 간호5급 ○ 고용형태 : 정규직 ○,,,"1. 간호사 면허증 소지자 또는 2027년도 간호사 면허증 취득예정자 2. 영어능력검정시험 성적 소지자(TOEIC 700점 이상, TOEIC Speaking 120점(Intermediate Mid 2) 이상, TOEFL-IBT 79점 이상, NEW TEPS 300점 이상) 3. 공인심폐소생술 자격증 소지자(BLS, ACLS,KALS,PALS,KBLS 중 택1) ※ 2026.09.28.(1차 서류검증기간) 기준 유효한 자격증 소지자 ※ 응급의료 체계의 일관성 및 국제 심폐소생술 가이드라인 준수를 위해 대한심폐소생협회(KACPR) 또는 미국심장협회(AHA)에서 발급한 자격증에 한함. 4. 야간 및 교대근무 가능자 ○","취업지원대상자(보훈대상자): 국가유공자 등 예우 및 지원에 관한 법률, 장애인: 장애인고용촉진 및 직업재활법 시행령 제3조에 해당하는 자, 지역인재(부산·울산·경남 지역 간호대학 졸업자 등) 채용기간 26.08.25 ~ 26.09.08 등록일 2026.08.25 '부산대학교병원' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,의료(병원종류별),,,정보 신입 / 평균 채용인원 198명,1,명시,학력무관,,무관,0,정규직,부산,서구,,2026-09-08,기한,5,"잡알리오, 나라일터, 널스케이프, 사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=809129,https://www.gojobs.go.kr/apmView.do?empmnsn=302006&searchJobsecode=020&menuNo=401 | https://job.nurscape.net/Jobs/Details/595516 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=809129 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54850986 | https://job.alio.go.kr/recruitview.do?idx=304243,2026-09-07 22:45:24,시도=부산,강
KR2026090700001210,부산광역시 금정구,2026년 제3회 부산광역시 금정구 임기제공무원 채용 재공고(진료의사),"의사, 사무, 지방의무사무관(일반임기제) 1명, 공무, 진료의사",보건소 진료의사 ○ 선발직급 : 지방의무사무관(일반임기제) ○ 고용형태 : 임기제 ○,,,자격증 + 경력 ○,,,,,,,,없음,,,,,,부산,금정구,,2026-09-10,기한,1,나라일터,https://www.gojobs.go.kr/apmView.do?empmnsn=301909&searchJobsecode=020&menuNo=401,https://www.gojobs.go.kr/apmView.do?empmnsn=301909&searchJobsecode=020&menuNo=401,2026-09-08 03:24:22,시도=부산,강
KR2026090700001211,영화진흥위원회,2026년 공무직(부산촬영소 경비) 공개채용 공고,"공무, 촬영, 경비, 부산촬영소 경비",,,,,"「국가유공자 등 예우 및 지원에 관한 법률」 등 보훈관계법률에 따른 취업지원대상자, 「장애인 고용촉진 및 직업재활법」에 의한 장애인 채용기간 26.08.24 ~ 26.09.08 등록일 2026.08.24 '영화진흥위원회' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,정부·공공기관·공기업,,,정보 신입 / 평균 채용인원 4명,1,명시,학력무관,,신입,0,"계약직, 정규직",부산,기장군,,2026-09-08,기한,4,"잡알리오, 나라일터, 사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=809269,https://www.gojobs.go.kr/apmView.do?empmnsn=301758&searchJobsecode=020&menuNo=401 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=809269 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54852292 | https://job.alio.go.kr/recruitview.do?idx=304155,2026-09-07 22:45:13,시도=부산,강
KR2026090700001212,영화진흥위원회,2026년 공무직(부산촬영소 미화) 공개채용 공고,"공무, 촬영, 미화, 부산촬영소 미화",,,,,"취업지원대상자, 장애인 등 - 자세한 사항은 채용공고문 및 첨부자료 참고 채용기간 26.08.24 ~ 26.09.08 등록일 2026.08.24 '영화진흥위원회' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,정부·공공기관·공기업,,,정보 신입 / 평균 채용인원 4명,1,명시,학력무관,,신입,0,"계약직, 정규직",부산,기장군,,2026-09-09,기한,4,"잡알리오, 나라일터, 사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=809272,https://www.gojobs.go.kr/apmView.do?empmnsn=301750&searchJobsecode=020&menuNo=401 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=809272 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54852132 | https://job.alio.go.kr/recruitview.do?idx=304151,2026-09-07 22:45:13,시도=부산,강
KR2026090700001512,오즈소아청소년과의원,"소아병동 D/E 2교대 간호사 (16병상, 소아주사 가능자 우대)","간호, 병동",,,,,,,,,,,,없음,,,,,,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/590576,https://job.nurscape.net/Jobs/Details/590576,2026-09-08 14:00:37,시도=부산,강
KR2026090700001513,의료법인세광의료재단성모안과병원,[부산성모안과병원] 수술간호사를 모집합니다.,간호,,,,,,,,,,,,없음,,,,,계약직,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/590714,https://job.nurscape.net/Jobs/Details/590714,2026-09-08 14:00:38,시도=부산,강
KR2026090700001514,효성시티병원,정형외과 외래 수간호사,"간호, 외래",,,,,,,의료(병원종류별),,,,1,명시,,,경력,10,정규직,부산,해운대구,,2033-01-01,기한,2,"부산일자리정보망, 널스케이프",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=779218,https://job.nurscape.net/Jobs/Details/591198 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=779218,2026-09-07 23:07:57,시도=부산,강
KR2026090700001515,세일병원,세일병원 병동 간호사 모집합니다.,"간호, 병동",,,,,,,의료(병원종류별),,,,1,명시,,,무관,0,정규직,부산,동구,,2026-10-07,기한,2,"부산일자리정보망, 널스케이프",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816528,https://job.nurscape.net/Jobs/Details/591375 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816528,2026-09-07 22:33:57,시도=부산,강
KR2026090700001516,의료법인정화의료재단 봉생기념병원,[봉생기념병원] 병동 경력직 간호사 채용 공고,"간호, 병동",,,,,,,,,,,,없음,,,,,정규직,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/591415,https://job.nurscape.net/Jobs/Details/591415,2026-09-08 14:00:40,시도=부산,강
KR2026090700001517,광덕안정한의원 부산중구점,[광덕안정한의원 부산남포동점] 입원실 나이트킵(야간당직) 간호사,"당직, 간호, 야간당직",,,,,,,,,,,,없음,,,,,,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/591629,https://job.nurscape.net/Jobs/Details/591629,2026-09-08 14:00:40,시도=부산,강
KR2026090700001518,(의)신생의료재단 센트럴병원,[부산 센트럴병원] 마취과 경력간호사 채용,간호,,,,,,,의료(병원종류별),,,,1,명시,대학교(4년)↑,,경력,1,정규직,부산,북구,,2033-01-01,기한,3,"부산일자리정보망, 널스케이프, 사람인",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=795223,https://job.nurscape.net/Jobs/Details/591654 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=795223 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=785856 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=758800 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=745644 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54528698 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54660404,2026-09-07 23:01:56,시도=부산,강
KR2026090700001519,바른병원,간호간병병동  3교대  간호사 구인합니다.(근무조정가능),"간호, 간병, 병동",,,,,,,의료(병원종류별),,,,1,명시,,,무관,0,정규직,부산,서구,,2026-09-27,기한,2,"부산일자리정보망, 널스케이프",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810755,https://job.nurscape.net/Jobs/Details/592253 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810755 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=801880 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=780086,2026-09-07 22:42:57,시도=부산,강
KR2026090700001520,의료법인 굿타임의료재단 타임요양병원,[간호사 3교대/ S/D/E keep] 구인공고,"간호, 간호사 3교대",,,,,,,,,,,,없음,,,,,정규직,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/592414,https://job.nurscape.net/Jobs/Details/592414,2026-09-08 14:00:43,시도=부산,강
KR2026090700001521,대연속내과의원,대연속내과 주 5일 간호사 채용 ( IV 숙련자 모집),간호,,,,,,,,,,,,없음,,,,,정규직,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/592510,https://job.nurscape.net/Jobs/Details/592510,2026-09-08 14:00:43,시도=부산,강
KR2026090700001522,신라대학교,신라대학교 간호학과 실습업무  조교채용 공고,간호,,,,,,,,,,,,없음,,,,,계약직,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/592839,https://job.nurscape.net/Jobs/Details/592839,2026-09-08 14:00:44,시도=부산,강
KR2026090700001523,휴병원,수술실 스크럽 간호사 모집,"간호, 수술실",,,,,,,의료(진료과목별),,,,1,명시,"대학(2,3년)↑",,무관,0,정규직,부산,부산진구,,2026-10-04,기한,3,"부산일자리정보망, 널스케이프, 사람인",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815377,https://job.nurscape.net/Jobs/Details/592877 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815377 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54940907,2026-09-07 22:35:45,시도=부산,강
KR2026090700001524,강동병원,간호간병통합병동   간호사 모집합니다.,"간호, 간병, 병동",,,,,,,,,,,,없음,,,,,정규직,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/593080,https://job.nurscape.net/Jobs/Details/593080,2026-09-08 14:00:45,시도=부산,강
KR2026090700001525,연세미래아이에프씨의원,유방클리닉 상담 간호사 모집(평일 주5일 근무),간호,,,,,,,의료(병원종류별),,,,1,명시,,,무관,0,"계약직, 정규직",부산,남구,,2026-09-09,기한,2,"부산일자리정보망, 널스케이프",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=798161,https://job.nurscape.net/Jobs/Details/593711 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=798161,2026-09-07 22:59:55,시도=부산,강
KR2026090700001526,미래로병원,외래 예진실간호사(상담),"간호, 외래",,,,,,,,,,,,없음,,,,,정규직,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/593896,https://job.nurscape.net/Jobs/Details/593896,2026-09-08 14:00:46,시도=부산,강
KR2026090700001527,미래로병원,병동 3교대 간호사,"간호, 병동",,,,,,,의료(진료과목별),,,,1,명시,,,무관,0,정규직,부산,북구,,2033-01-01,기한,2,"부산일자리정보망, 널스케이프",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=792592,https://job.nurscape.net/Jobs/Details/593898 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=792592 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=772891 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=762873 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=751206 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=731711,2026-09-07 23:03:01,시도=부산,강
KR2026090700001528,부산우리들병원,부산우리들병원 간호간병통합병동 간호사 모집공고,"간호, 간병, 병동",,,,,,,의료(진료과목별),,,,1,명시,,,무관,0,정규직,부산,동래구,,2026-09-27,기한,2,"부산일자리정보망, 널스케이프",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810855,https://job.nurscape.net/Jobs/Details/594130 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810855,2026-09-07 22:42:48,시도=부산,강
KR2026090700001529,해운대나눔과행복병원,해운대나눔과행복병원 갑상선유방팀/ 정규직 채용(경력무관),,,,,,,,,,,,,없음,,,,,,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/594177,https://job.nurscape.net/Jobs/Details/594177,2026-09-08 14:00:48,시도=부산,강
KR2026090700001530,하단제일내과의원,"하단제일내과 인공신장실 간호사 채용(경력/신입/Day,E 전담)","간호, 인공신장실",,,,,,,,,,,,없음,,,,,,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/594301,https://job.nurscape.net/Jobs/Details/594301,2026-09-08 14:00:49,시도=부산,강
KR2026090700001531,나르샤병원,[부산 나르샤병원] 병동간호사 채용(3교대-정규직),"간호, 병동",,,,,,,의료(병원종류별),,,,1,명시,,,경력,1,정규직,부산,동래구,,2026-09-16,기한,2,"부산일자리정보망, 널스케이프",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802238,https://job.nurscape.net/Jobs/Details/594392 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802238,2026-09-07 22:54:51,시도=부산,강
KR2026090700001532,해운대부민병원,[해운대부민병원] 감염관리실 감염관리간호사 모집,간호,,,,,,,,,,,,없음,,,,,정규직,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/594451,https://job.nurscape.net/Jobs/Details/594451,2026-09-08 14:00:50,시도=부산,강
KR2026090700001533,강림요양병원,"요양병원 이브닝킵/나이트킵 선생님 모십니다.(웨이팅,유휴 간호사 가능)","간호, 유휴 간호사 가능",,,,,,,,,,,,없음,,,,,,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/594468,https://job.nurscape.net/Jobs/Details/594468,2026-09-08 14:00:51,시도=부산,강
KR2026090700001534,센텀상쾌한병원,병동 나이트 킵 RN 모집,병동,,,,,,,의료(진료과목별),,,,1,명시,"대학(2,3년)↑",,경력,2,정규직,부산,해운대구,,2026-09-16,기한,3,"부산일자리정보망, 널스케이프, 사람인",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802170,https://job.nurscape.net/Jobs/Details/594656 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802170 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54973836,2026-09-07 22:54:57,시도=부산,강
KR2026090700001535,의료법인상봉의료재단 상봉요양병원,상봉요양병원 간호사 채용(DE),간호,,,,,,,,,,,,없음,,,,,정규직,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/595030,https://job.nurscape.net/Jobs/Details/595030,2026-09-08 14:00:53,시도=부산,강
KR2026090700001536,부산돌봄의료복지사회적협동조합 돌봄과나눔의원,[돌봄과나눔의원] 재택의료센터 간호사 모집,"돌봄, 간호",,,,,,,의료(진료과목별),,,,1,명시,학력무관,,경력,2,정규직,부산,연제구,,2033-01-01,기한,3,"부산일자리정보망, 널스케이프, 사람인",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=807107,https://job.nurscape.net/Jobs/Details/595164 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=807107 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54830172,2026-09-07 22:48:20,시도=부산,강
KR2026090700001537,굳건병원,굳건병원에서 수술실 간호사 모십니다.,"간호, 수술실",,,,,,,,,,,,없음,,,,,정규직,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/595179,https://job.nurscape.net/Jobs/Details/595179,2026-09-08 14:00:54,시도=부산,강
KR2026090700001538,동의대학교,동의대학교 간호학과 행정조교 모집합니다.,"간호, 행정",,,,,,,,,,,,없음,,,,,계약직,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/595315,https://job.nurscape.net/Jobs/Details/595315,2026-09-08 14:00:55,시도=부산,강
KR2026090700001539,의료법인정화의료재단봉생힐링병원,[봉생힐링병원] 경력직 간호사 모집,간호,,,,,,,,,,,,없음,,,,,정규직,부산,,,,,1,널스케이프,https://job.nurscape.net/Jobs/Details/595371,https://job.nurscape.net/Jobs/Details/595371,2026-09-08 14:00:56,시도=부산,강
