통합키,정답코드,정답명,예측코드,근거,확실도,매칭토큰,정답13분류,예측13분류,추정코드,추정근거
KR2026090700018897,890000,기타 제조 관련 단순 종사원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700019195,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700015962,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700016910,623004,지게차 운전원,623004,별칭일치,강,지게차운전원,08,08,,
KR2026090700025462,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,권선공,10,10,,
KR2026090700016208,027206,경리 사무원(일반사업체),0,상위합의,약,사무직,01,01,029904,사전(수동) 「사무직」 — 사무 보조원(일반사업체). KECO 명칭은 `사무원`
KR2026090700037261,561100,건물 청소원,3,상위합의,약,위생,06,04,,사전(학습) 「위생」 — 정답 50건 중 28건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700016652,561100,건물 청소원,5,상위합의,약,미화원,06,06,561100,사전(수동) 「미화원」 — 건물 청소원
KR2026090700038099,706002,건설·채굴 단순 종사원,8,상위합의,약,작업자,09,10,890000,사전(수동) 「작업자」 — 제조 단순 종사원
KR2026090700142401,813201,CNC 선반 조작원(NC 선반 조작원),813201,학습사전,중,cnclath가공원,10,10,,
KR2026090700037689,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700038116,824200,용접기 조작원,824200,별칭일치,강,용접기조작원,10,10,,
KR2026090700027144,873102,어패류(수산물) 가공기계 조작원,8,상위합의,약,가공,10,10,,사전(학습) 「가공」 — 정답 214건 중 183건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700016585,027102,회계 사무원(회계·세무 사무소),027100,별칭일치,강,회계사무원,01,01,,
KR2026090700018929,231101,사회복지사(사회복지시설),231100,별칭일치,강,사회복지사,03,03,,
KR2026090700030101,415100,제품 디자이너,415100,별칭일치,강,제품디자이너,05,05,,
KR2026090700037768,873102,어패류(수산물) 가공기계 조작원,8,상위합의,약,가공,10,10,,사전(학습) 「가공」 — 정답 214건 중 183건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700031545,532300,주방 보조원,532302,학습사전,중,요양병원조리원,06,06,,
KR2026090700020843,532300,주방 보조원,5,상위합의,약,조리,06,06,532300,사전(수동) 「주방보조」 — 주방 보조원
KR2026090700021665,901502,식물 관리원,8,상위합의,약,생산,11,10,,사전(학습) 「생산」 — 정답 268건 중 189건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700030870,813101,프레스 금형 제조원,8,상위합의,약,제조,10,10,,사전(학습) 「제조」 — 정답 197건 중 122건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700142574,531803,병원 급식 조리사,5,상위합의,약,급식,06,06,532300,사전(수동) 「급식」 — 급식 조리·배식. 주방 보조원
KR2026090700029915,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",5,상위합의,약,미화원,06,06,561100,사전(수동) 「미화원」 — 건물 청소원
KR2026090700020538,813209,금속절곡기 조작원(밴딩기 조작원),8,상위합의,약,생산,10,10,,사전(학습) 「생산」 — 정답 268건 중 189건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700029349,813202,범용 선반 조작원,813202,별칭일치,강,범용선반조작원,10,10,,
KR2026090700142273,542001,아파트·빌라 경비원,5,상위합의,약,경비원,06,06,,사전(학습) 「경비원」 — 정답 14건 중 14건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700020827,231101,사회복지사(사회복지시설),231100,별칭일치,강,사회복지사,03,03,,
KR2026090700142224,550102,재가 요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700025446,140203,건축시공 기술자(건축견적 포함),0,상위합의,약,품질관리,02,01,,사전(학습) 「건축」 — 정답 36건 중 18건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700023136,306501,물리치료사,306501,별칭일치,강,물리치료사,04,04,,
KR2026090700016023,890001,기계·금속 분야 단순 종사원,8,상위합의,약,생산,10,10,,사전(학습) 「생산」 — 정답 268건 중 189건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700029617,531803,병원 급식 조리사,531803,별칭일치,강,병원급식조리사,06,06,,
KR2026090700018587,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700027623,232100,보육교사,232100,학습사전,중,보육센터장,03,03,,
KR2026090700018899,813202,범용 선반 조작원,8,상위합의,약,조선,10,10,,사전(학습) 「조선」 — 정답 54건 중 29건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700037518,541903,레저·테마파크 안전요원,,미분류,,,06,,,
KR2026090700142732,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700017308,852100,타이어 및 고무제품 생산기 조작원,8,상위합의,약,생산,12,10,,사전(학습) 「생산」 — 정답 268건 중 189건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700015834,027100,회계 사무원,0,상위합의,약,회계사,01,01,,후보 표결 — 지지 후보들의 13대분류가 01 로 모였다
KR2026090700015971,231101,사회복지사(사회복지시설),231100,별칭일치,강,사회복지사,03,03,,
KR2026090700024043,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",561101,별칭일치,강,공장청소원,06,06,,
KR2026090700027015,214202,수학 강사,214202,별칭일치,강,수학강사,03,03,,
KR2026090700016216,824100,용접원,8,상위합의,약,용접사,10,10,,사전(학습) 「용접사」 — 정답 15건 중 14건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700017682,307500,간호조무사,307500,학습사전,중,조무사,04,04,,
KR2026090700037645,028407,창고 관리원(자재 검수원 포함),028407,학습사전,중,물류입고원,01,01,,
KR2026090700030940,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700029082,153105,전기공사 기술자(전기견적 포함),153105,별칭일치,강,전기견적,02,02,,
KR2026090700020749,890006,식품 분야 단순 종사원,8,상위합의,약,가공,10,10,,사전(학습) 「주스병내용물선별원」 — 정답 2건 중 2건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700037864,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700020032,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700015990,026501,총무 및 일반 사무원,026501,학습사전,중,일반사무원,01,01,,
KR2026090700025138,159103,기계·금속 제도사(캐드원),159103,학습사전,중,기계제도기능사,02,02,,
KR2026090700016636,890002,단순 사상원(용접사상 제외-용접원구분),4,상위합의,약,기자,10,05,,사전(학습) 「고무제품사상원」 — 정답 2건 중 2건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700142400,813210,머시닝센터(MCT) 조작원,813210,학습사전,중,머시닝센터,10,10,,
KR2026090700023353,531803,병원 급식 조리사,531803,별칭일치,강,병원급식조리사,06,06,,
KR2026090700019746,531803,병원 급식 조리사,5,상위합의,약,조리사,06,06,,사전(학습) 「조리사」 — 정답 67건 중 65건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700029084,904100,양식원,904100,별칭일치,강,양식원,11,11,,
KR2026090700026525,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700142246,550102,재가 요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700028296,028508,품질관리 사무원(기계·자동차·금속),8,상위합의,약,자동차,01,10,,사전(수동) 「팀장」 — 직급이라 직업을 특정할 수 없다
KR2026090700142283,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700015616,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",561101,별칭일치,강,아파트청소원,06,06,,
KR2026090700037558,151100,기계공학 기술자 및 연구원,1,상위합의,약,설계,02,02,,사전(학습) 「설계」 — 정답 86건 중 66건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700017598,016100,건설 및 광업 관련 관리자(부서장),016100,학습사전,중,건설관련관리자,01,01,,
KR2026090700020752,834000,전기 및 전자설비 조작원,3,상위합의,약,안전관리,10,04,,후보 표결 — 지지 후보들의 13대분류가 04 로 모였다
KR2026090700142182,813203,CNC 밀링기 조작원(NC 밀링기 조작원),8,상위합의,약,가공,10,10,,사전(학습) 「가공」 — 정답 214건 중 183건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700015543,028407,창고 관리원(자재 검수원 포함),0,상위합의,약,물류,01,01,,사전(학습) 「물류」 — 정답 39건 중 24건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700021759,890001,기계·금속 분야 단순 종사원,8,상위합의,약,생산직,10,10,890000,사전(수동) 「노무」 — 제조 단순 종사원
KR2026090700018334,306501,물리치료사,306501,별칭일치,강,물리치료사,04,04,,
KR2026090700037626,817200,자동차 부품 조립원(검사원 포함),8,상위합의,약,검사,10,10,,사전(학습) 「가공」 — 정답 214건 중 183건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700020065,624904,기타 배달원(비정기 배달원),6,상위합의,약,운전,08,08,,후보 표결 — 지지 후보들의 13대분류가 08 로 모였다
KR2026090700031006,813201,CNC 선반 조작원(NC 선반 조작원),813201,별칭일치,강,cnc선반조작원,10,10,,
KR2026090700024904,133200,응용 소프트웨어 개발자,612106,별칭일치,강,소프트웨어,13,07,,
KR2026090700017379,834001,아파트 전기관리원,8,상위합의,약,전기,10,10,,사전(학습) 「기계」 — 정답 210건 중 123건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700019704,028500,생산 및 품질관리 사무원,028500,학습사전,중,공정관리기술자,01,01,,
KR2026090700026132,550102,재가 요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700038189,824106,기타 용접원,8,상위합의,약,테르밋용접원,10,10,,사전(수동) 「공무」 — 제조업 공무팀(설비 관리)
KR2026090700037325,027200,경리 사무원,027200,학습사전,중,경리장부정리원,01,01,,
KR2026090700029423,561102,"호텔·콘도·숙박시설 청소원(룸메이드,하우스키퍼)",561102,학습사전,중,호텔청소원,06,06,,
KR2026090700015578,890000,기타 제조 관련 단순 종사원,6,상위합의,약,선박엔진부품포장작업및지게차운전원,10,10,,사전(학습) 「선박」 — 정답 65건 중 35건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700018378,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700142540,028508,품질관리 사무원(기계·자동차·금속),0,상위합의,약,품질관리,01,01,,사전(학습) 「품질관리」 — 정답 52건 중 39건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700018078,822301,제관원,,미분류,,,10,02,,사전(학습) 「도면」 — 정답 61건 중 32건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700142739,028407,창고 관리원(자재 검수원 포함),0,상위합의,약,물류,01,01,,사전(학습) 「물류」 — 정답 39건 중 24건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700018053,890000,기타 제조 관련 단순 종사원,8,상위합의,약,조선,10,10,,사전(학습) 「조선」 — 정답 54건 중 29건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700142593,824200,용접기 조작원,8,상위합의,약,용접,10,10,,사전(학습) 「용접」 — 정답 75건 중 65건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700029424,561102,"호텔·콘도·숙박시설 청소원(룸메이드,하우스키퍼)",561102,학습사전,중,호텔청소원,06,06,,
KR2026090700142256,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",5,상위합의,약,아파트미화원,06,06,561101,"사전(학습) 「아파트미화원」 — 정답 8건 중 5건이 561101 건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)"
KR2026090700142168,834002,빌딩 전기관리원,834002,학습사전,중,빌딩전기기계관리원,10,10,,
KR2026090700037618,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700020553,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700028570,028505,생산관리 사무원(음식료품),0,상위합의,약,품질관리,01,01,,사전(학습) 「품질관리」 — 정답 52건 중 39건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
