회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,수집시각
1992덮밥&짜글이 강남본점,"1992 덮밥&짜글이 강남역1,3번 출구 주방보조 파트/직원 구인","주방장·조리사, 주방보조·설거지, 일반음식점",6개월~1년,"시급 13,000원",서울 강남구 역삼동,,상시모집,https://www.albamon.com/jobs/detail/118955667,2026-09-07 15:30:10
라이엠학원,"[라이엠학원] 초,중,고 영어급구 영어/수학강사 모집","입시·보습학원, 외국어·어학원, 교육·강사 기타",6개월~1년,"시급 15,000원",경기 김포시 구래동,,상시모집,https://www.albamon.com/jobs/detail/118955644,2026-09-07 15:30:10
㈜위플레이 (러브클래식&쇼팩토리),주말만 알바  웨딩홀 예식장  강남구,"안내데스크·리셉션, 보안·경비·경호, 결혼·연회·장례도우미",3개월~6개월,"시급 12,500원",서울 강남구,,상시모집,https://www.albamon.com/jobs/detail/118955613,2026-09-07 15:30:10
컴포즈커피 광주평동역점,컴포즈커피 광주평동역점 목금토 미들알바 모집합니다.,"바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"시급 10,320원",전남광주 광산구 월전동,,상시모집,https://www.albamon.com/jobs/detail/118759305,2026-09-07 15:30:10
㈜아카데미과학,아카데미과학 사출부 계약직 근로자 모집,"제조·가공·조립, 포장·품질검사, 금형·사출·프레스·사상",6개월~1년,"시급 10,320원",경기 의정부시,,상시모집,https://www.albamon.com/jobs/detail/118955231,2026-09-07 15:30:10
㈜엔씨컨설팅,[전남지사] 26년 하반기 영업팀/분석팀 - 부문별 신입 및 경력 채용,"사무보조, 영업관리·지원",6개월~1년,"연봉 30,000,000원",전남광주 무안군 삼향읍,,상시모집,https://www.albamon.com/jobs/detail/118955034,2026-09-07 15:30:10
애플A팀,CJ대한통운 용인허브/당일지급/편안한 현장/소분류현장/마대체결현장,"입출고·창고관리, 물류피킹·포장·전산, 지게차운전",1년이상,"일급 123,840원",경기 군포시 부곡동,,상시모집,https://www.albamon.com/jobs/detail/118939347,2026-09-07 15:30:10
애플A팀,CJ대한통운 용인허브/당일지급/편안한 현장/소분류현장/마대체결현장,"입출고·창고관리, 물류피킹·포장·전산, 지게차운전",1년이상,"일급 123,840원",경기 안양시 만안구 안양동,,상시모집,https://www.albamon.com/jobs/detail/118939346,2026-09-07 15:30:10
애플A팀,CJ대한통운 용인허브/당일지급/편안한 현장/소분류현장/마대체결현장,"입출고·창고관리, 물류피킹·포장·전산, 지게차운전",1년이상,"일급 123,840원",서울 관악구 봉천동,,상시모집,https://www.albamon.com/jobs/detail/118939343,2026-09-07 15:30:10
CDS코리아/코스트코 양재점,[양재 코스트코] 매장 내 제품 시식/시연행사-주 32시간(주말 포함),"매장관리·판매, 판촉도우미, 유통점·마트",1년이상,"시급 11,132원",서울 서초구 양재동,,상시모집,https://www.albamon.com/jobs/detail/113146588,2026-09-07 15:30:10
㈜엔씨컨설팅,[천안지사] 26년 하반기 영업팀/분석팀 - 부문별 신입 및 경력 채용,"사무보조, 영업관리·지원",6개월~1년,"연봉 30,000,000원",충남 천안시 서북구 성정동,,상시모집,https://www.albamon.com/jobs/detail/118954750,2026-09-07 15:30:10
주식회사 새롬전자,"+++호구포역 / 검사 사원을 모집합니다(시급 11,320원)+++","제조·가공·조립, 포장·품질검사, 생산·건설·노무 기타",1년이상,"월급 3,000,000원",인천 연수구 연수동,,2026-09-21,https://www.albamon.com/jobs/detail/119030036,2026-09-07 15:30:10
컴포즈커피 강서힐스테이트점,컴포즈커피 강서힐스테이트점에서 월화or수목금 아르바이트 모집합니다.,"바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"시급 10,500원",서울 강서구,,상시모집,https://www.albamon.com/jobs/detail/118894415,2026-09-07 15:30:10
[주]준코,준코(중동3호점) 함께 근무할 직원(주5.6일 근무)/알바/관리자모집,"서빙, 일반음식점, 호프·일반주점",3개월~6개월,"월급 4,400,000원",경기 부천시 중동,,상시모집,https://www.albamon.com/jobs/detail/118953830,2026-09-07 15:30:10
[주]준코,준코(중동2호점) 함께 근무할 직원(주5.6일 근무)/알바/관리자모집,"서빙, 일반음식점, 호프·일반주점",3개월~6개월,"월급 4,400,000원",경기 부천시 중동,,상시모집,https://www.albamon.com/jobs/detail/118953758,2026-09-07 15:30:10
초당필탑학원,고등 수학 1학년 2학년 /클리닉 알바생 모십니다 (시급 15000원),"입시·보습학원, 보조교사, 교육·강사 기타",6개월~1년,"시급 15,000원",경기 용인시 기흥구 동백동,,상시모집,https://www.albamon.com/jobs/detail/118953700,2026-09-07 15:30:10
씨제이올리브영주식회사,올리브영 NanoFC부평 평일 CREW 구인 (고객응대 X),"뷰티·헬스스토어, 입출고·창고관리, 물류피킹·포장·전산",6개월~1년,"시급 10,600원",인천 미추홀구 주안동,,상시모집,https://www.albamon.com/jobs/detail/118979531,2026-09-07 15:30:10
㈜한결티오스,[BUTTER] 버터샵 명동중앙점 직원 모집,"매장관리·판매, 백화점·쇼핑몰, 유통점·마트",6개월~1년,"월급 2,200,000원",서울 중구,,상시모집,https://www.albamon.com/jobs/detail/119033427,2026-09-07 15:30:10
역전할머니맥주 지축역점,★ 역전할머니맥주 지축역점 직원/알바/매니저모십니다,"서빙, 주방보조·설거지, 호프·일반주점",6개월~1년,"월급 3,000,000원",경기 고양시 덕양구 지축동,,상시모집,https://www.albamon.com/jobs/detail/118953274,2026-09-07 15:30:10
㈜리썸에스앤에스,"[삼성전자 수원] 주차파트 신입사원 채용(출퇴근 수신호, 주차단속 등)",주차유도·안내,1년이상,"월급 2,667,720원",경기 수원시 영통구 매탄동,,상시모집,https://www.albamon.com/jobs/detail/118953203,2026-09-07 15:30:10
#일급15만원 #식대지원 #월350 이상가능,일급15만원) 삼국수산 정직원 모집,"매장관리·판매, 판촉도우미, 농수산·청과·축산",1년이상,"일급 150,000원",경기 광명시 철산동,,상시모집,https://www.albamon.com/jobs/detail/118947221,2026-09-07 15:30:10
#일급15만원 #식대지원 #월350 이상가능,일급15만원) 못골참수산 정직원 모집,"매장관리·판매, 농수산·청과·축산, 매장관리·판매 기타",1년이상,"일급 150,000원",경기 수원시 팔달구 장안동,,상시모집,https://www.albamon.com/jobs/detail/118947045,2026-09-07 15:30:10
㈜프롬골든피스,[하트티라미수] 용산아이파크몰 팝업 파트타이머 모집,"베이커리·도넛·떡, 매장관리·판매, 백화점·쇼핑몰",1주일~1개월,"시급 13,500원",서울 용산구 한강로3가,,상시모집,https://www.albamon.com/jobs/detail/118944846,2026-09-07 15:30:10
KB금융,KB 성장인재 프로젝트 / 입사축하금 지급,"사무보조, 고객상담·인바운드",6개월~1년,"월급 3,000,000원",경기 성남시 분당구 야탑동,,상시모집,https://www.albamon.com/jobs/detail/118944584,2026-09-07 15:30:10
㈜프롬골든피스,[골든피스&골든치즈] 용산아이파크몰 팝업 파트타이머 모집,"베이커리·도넛·떡, 매장관리·판매, 백화점·쇼핑몰",1주일~1개월,"시급 13,500원",서울 용산구 한강로3가,,상시모집,https://www.albamon.com/jobs/detail/118944497,2026-09-07 15:30:10
너가말한김치찜 본점,부천역 도보5분 신축 쾌적한 배달 프랜차이즈 본점 정직원 모집,"주방장·조리사, 주방보조·설거지, 일반음식점",1년이상,"월급 3,200,000원",경기 부천시 중동,,상시모집,https://www.albamon.com/jobs/detail/118944309,2026-09-07 15:30:10
노브랜드버거 신정네거리점.,노브랜드버거 신정네거리점 함께할 매니저 ? 직원을 모십니다,"서빙, 일반음식점, 패스트푸드점",6개월~1년,"시급 10,400원",서울 양천구 신월동,,상시모집,https://www.albamon.com/jobs/detail/118778874,2026-09-07 15:30:10
10시-3시파트 ㅣ신입초보가능,[면접비2만] 병원키오스크알림톡 조회&접수 [매월450만],"서비스 기타, 사무보조, 고객상담·인바운드",6개월~1년,"월급 4,500,000원",경기 의정부시,,2026-09-11,https://www.albamon.com/jobs/detail/118944282,2026-09-07 15:30:10
