통합키,사이트,원본공고ID,회사명,회사키,공고제목,직무,직무상세,직무키워드,담당업무,자격요건,우대사항,직종,직종코드,직종명,직종대분류코드,직종대분류,직종코드근거,업종,직급직책,근무요일,근무시작,근무종료,근무시간,급여형태,급여최소,급여최대,급여,채용인원,채용인원구분,모집인원원문,학력,경력구분,최소연차,고용형태,고용형태표준,알바여부,시도,시군구,지역원문,상세주소,기술스택,마감일,마감구분,원본_직무,원본_경력,원본_고용형태,원본_지역,원본_마감일,공고URL,외부원본ID,수집시각,부산판정근거
,잡코리아,49712862,㈜굿앤피플컴퍼니,굿앤피플컴퍼니,씨제이대한통운 생수만 배송하는 택배전담 기사 모집 ㅇ 부산전지역r4,"택배기사, 배송, 택배, 기사",택배기사,,,경력 경력무관 학력 학력무관,,,,,,,,물류·운송·배송,,주6일(월~토),09:00,18:00,주6일(월~토) 09:00 ~ 18:00,월급,400,500,월급 400만원 ~ 500만원,1,명시,1,,무관,0,"정규직, 계약직","계약직, 정규직",,서울,송파구,서울 송파구,서울 송파구 방이동 65-2 진넥스레이크뷰 5층,,2026-10-03,기한,"㈜굿앤피플컴퍼니에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 송파구 방이동이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",서울 송파구,2026-10-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49712862,,2026-09-07 19:40:06,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49715438,(주)라웰드,라웰드,롯데홈쇼핑 택배 배송 기사 모집 ㅁ부산 지역 ㅁ단순 배송r12,"택배, 배송, 기사",택배,,,경력 경력무관 학력 학력무관,,,,,,,,물류·운송·배송,,주6일(월~토),09:00,18:00,주6일(월~토) 09:00 ~ 18:00,월급,550,600,월급 550만원 ~ 600만원,1,명시,1,,무관,0,"정규직, 계약직","계약직, 정규직",,서울,송파구,서울 송파구,서울 송파구 방이동 65-2 진넥스레이크뷰 5층,,2026-10-03,기한,"(주)라웰드에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 송파구 방이동이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",서울 송파구,2026-10-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49715438,,2026-09-07 19:40:42,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49898295,㈜대우로직스,대우로직스,경상권-부산-울산/5톤화물차운전/5톤윙바디/대기업물동량/월490이상/초보,"5톤 화물차운전, 화물, 운전",5톤 화물차운전,,,경력 신입·경력 학력 학력무관 스킬,자격증 화물운송종사자,,,,,,,"화물운송 중개, 대리 및 관련 서비스업",,주5일,00:00,00:00,주5일 / 주6일 선택 00:00 ~ 00:00 주/야간 선택 가능,연봉,5000,6000,연봉 5000만원 ~ 6000만원,1,명시,1,,경력,,"정규직, 계약직","계약직, 정규직",,울산,남구,울산 남구,울산 남구 테크노산업로55번길 49-20 (두왕동),,2026-10-01,기한,"㈜대우로직스에서 정규직 신입·경력 채용을 진행합니다. 근무지는 울산 남구 테크노산업로55번길 49-20 (두왕동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,"정규직, 계약직",울산 남구,2026-10-01,https://www.jobkorea.co.kr/Recruit/GI_Read/49898295,,2026-09-07 19:43:28,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49912482,㈜키스템프,키스템프,[서울&경기&부산] 글로벌 구두 및 잡화 브랜드 매장직 채용,매장,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,정규직,정규직,,서울,송파구,서울 송파구,서울 송파구 올림픽로 300 (신천동,,2026-09-27,기한,"㈜키스템프에서 정규직 경력 채용을 진행합니다. 근무지는 서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,서울 송파구,2026-09-27,https://www.jobkorea.co.kr/Recruit/GI_Read/49912482,,2026-09-07 19:45:45,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49720227,(주)라웰드,라웰드,롯데홈쇼핑 거주지 인근 센터 근무 택배 배송기사 모집 ㅁ 부산지역r17,"배송업무, 배송, 택배, 기사, 배송기사",배송업무,,,경력 경력무관 학력 학력무관,,,,,,,,물류·운송·배송,,주6일(월~토),09:00,18:00,주6일(월~토) 09:00 ~ 18:00,월급,550,600,월급 550만원 ~ 600만원,1,명시,1,,무관,0,"정규직, 계약직","계약직, 정규직",,서울,송파구,서울 송파구,"서울 송파구 오금로 99 (방이동, 진넥스레이크뷰) 5층",,2026-10-04,기한,"(주)라웰드에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 송파구 오금로 99 (방이동, 진넥스레이크뷰)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",서울 송파구,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49720227,,2026-09-07 19:51:56,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49907652,㈜원에이치알코퍼레이션,원에이치알코퍼레이션,[부산.경남지역] 외국계 가전브랜드 유통점 순회 영업관리직 모집,"영업관리, 유통, 판매, 영업, 사원, 교육, 판매사원",영업관리,,영업관리 및 지원 (Super-Visor) 부산.경남권 가전제품 유통점 순회 영업관리 진열점검 / 매출관리 / 판매협조영업 / 판매사원 관리 / 제품 교육 학력 : 고졸이상 경력 : 경력무관,경력 경력무관 학력 고졸이상,"기본우대 차량소지자, 운전가능자, 유관업무 경험자(인턴·알바), 유관업무 경력자(2년), 장기근무 가능자",,015100,영업 및 판매 관련 관리자,0,경영·사무·금융·보험,추정,백화점·유통·도소매,,주5일(월~금),10:00,19:00,주5일(월~금) 10:00 ~ 19:00,연봉,3000,3000,연봉 3000만원 ~ 3000만원,1,명시,1,,무관,0,정규직,정규직,,서울,영등포구,서울 영등포구,서울 영등포구 양평동3가 16 양평동우림 이 비지센타 511호,,2026-10-02,기한,"㈜원에이치알코퍼레이션에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 영등포구 양평동3가이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,서울 영등포구,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49907652,,2026-09-07 19:57:44,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49721675,㈜라웰드,라웰드,현대홈쇼핑 택배 배송기사 모집 ㄴ 부산 지역 ㄴ 소화물 전담r10,"택배, 배송, 기사, 화물, 배송기사",택배,,,경력 경력무관 학력 학력무관,,,,,,,,물류·운송·배송,,주6일(월~토),09:00,18:00,주6일(월~토) 09:00 ~ 18:00,월급,400,500,월급 400만원 ~ 500만원,1,명시,1,,무관,0,"정규직, 계약직","계약직, 정규직",,서울,송파구,서울 송파구,"서울 송파구 방이동 65-2 진넥스레이크뷰 , 5층",,2026-10-04,기한,"㈜라웰드에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 송파구 방이동이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",서울 송파구,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49721675,,2026-09-07 20:02:06,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49897277,한일철강㈜,한일철강,"[코스피/중견]한일철강(주) 철강영업 신입/경력(서울,부산,포항)",영업,,,,,,,,,,,,,,,,,,,,,,,없음,,대졸 이상,경력,,정규직,정규직,,서울,중구,서울 중구,서울 중구 충무로3가,,2026-09-30,기한,"한일철강㈜에서 정규직 신입·경력 채용을 진행합니다. 근무지는 서울 중구 충무로3가이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,정규직,서울 중구,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49897277,,2026-09-07 20:07:25,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49736849,㈜편한가,편한가,부산 경남 약국영업 담당자를 찾습니다.,영업,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,정규직,정규직,,경남,양산시,경남 양산시,경남 양산시 물금읍 화합1길 9-1 (범어리),,2026-10-06,기한,"㈜편한가에서 정규직 경력무관 채용을 진행합니다. 근무지는 경남 양산시 물금읍 화합1길 9-1 (범어리)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,경남 양산시,2026-10-06,https://www.jobkorea.co.kr/Recruit/GI_Read/49736849,,2026-09-07 20:09:35,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49738586,극동글로벌운송그룹,극동글로벌운송그룹,"[경남,부산]5톤윙바디 초보가능/상하차없음/고정거래처노선/초기비용x",,,,,,,,,,,,,,,,,,,월급,400,801,"월급 4,000,000원 ~ 8,010,000원",,없음,,학력무관,무관,0,"정규직, 계약직","계약직, 정규직",,경남,양산시,경남 양산시,경남 양산시 물금읍 범어리,,2026-10-06,기한,"극동글로벌운송그룹에서 정규직 경력무관 채용을 진행합니다. 근무지는 경남 양산시 물금읍 범어리이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",경남 양산시,2026-10-06,https://www.jobkorea.co.kr/Recruit/GI_Read/49738586,,2026-09-07 20:10:00,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49915605,㈜드림텔레콤,드림텔레콤,"부산,창원, 김해 인터넷 설치 및 통신공사 기사 모집","설치, 기사",,,,,,,,,,,,,,,,,,월급,300,,"월급 3,000,000원",,없음,,학력무관,경력,,정규직,정규직,,울산,중구,울산 중구,울산 중구 성안로 148 (성안동),,2026-10-03,기한,"㈜드림텔레콤에서 정규직 경력 채용을 진행합니다. 근무지는 울산 중구 성안로 148 (성안동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,울산 중구,2026-10-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49915605,,2026-09-07 20:11:06,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49858180,재단법인 한국승강기안전원,한국승강기안전원,"신입·경력 (서울, 전남광주, 전북, 부산) 승강기 안전검사자 모집 공고",검사,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,정규직,정규직,,서울,강동구,서울 강동구,서울 강동구 성안로 163 (천호동,,2026-09-25,기한,"재단법인 한국승강기안전원에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 강동구 성안로 163 (천호동, 강동대세빌딩)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,서울 강동구,2026-09-25,https://www.jobkorea.co.kr/Recruit/GI_Read/49858180,,2026-09-07 20:13:45,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49930374,㈜씨엑스다임,씨엑스다임,[웹에이전시] 부산에서 근무 가능하신 금융권 UIUX 기획자 분을 모집합니다,기획,,,,,,,,,,,,,,,,,,,,,,,없음,,초대졸 이상,무관,0,"정규직, 계약직","계약직, 정규직",,인천,서구,인천 서구,인천 서구 파랑로 495 (청라동),,2026-10-04,기한,"㈜씨엑스다임에서 정규직 경력무관 채용을 진행합니다. 근무지는 인천 서구 파랑로 495 (청라동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",인천 서구,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49930374,,2026-09-07 20:18:25,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49729145,파트너물류 인천지점,파트너물류인천지점,"김해 - 부산  물량 많습니다 화물기사 긴급 모집 / 초보,현직기사분 환영","화물, 기사, 화물기사",,,,,,,,,,,,,,,,,,월급,550,951,"월급 5,500,000원 ~ 9,510,000원",,없음,,학력무관,무관,0,"정규직, 계약직","계약직, 정규직",,경남,김해시,경남 김해시,경남 김해시 구산동,,2026-10-05,기한,"파트너물류 인천지점에서 정규직 경력무관 채용을 진행합니다. 근무지는 경남 김해시 구산동이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",경남 김해시,2026-10-05,https://www.jobkorea.co.kr/Recruit/GI_Read/49729145,,2026-09-07 20:19:37,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49740857,㈜월드비전종합물류,월드비전종합물류,"아워홈 식자재 야간 배송기사 / 양산, 거제, 경주, 포항, 부산 / 주6일","배송, 기사, 배송기사",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,정규직,정규직,,경남,양산시,경남 양산시,경남 양산시 어곡동,,2026-10-06,기한,"㈜월드비전종합물류에서 정규직 경력무관 채용을 진행합니다. 근무지는 경남 양산시 어곡동이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,경남 양산시,2026-10-06,https://www.jobkorea.co.kr/Recruit/GI_Read/49740857,,2026-09-07 20:20:09,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49910736,주식회사 제이앤에스컴퍼니 ,제이앤에스컴퍼니,"[기금섭외 전담][부산] 상조 브리핑 영업사원(신입,경력)모집","브리핑영업, 영업, 사원, 영업사원",브리핑영업,,"기금섭외 전담 상조 브리핑 영업 활동지역 부산·경남 전지역 취급상품 더피플라이프, 보람상조",경력 경력무관 학력 학력무관 스킬,,,,,,,,-,,주5일(월~금),09:00,18:00,주5일(월~금) 09:00 ~ 18:00,연봉,8000,30000,연봉 8000만원 ~ 30000만원,1,명시,1,,무관,0,계약직,계약직,,경기,파주시,경기 파주시,"경기 파주시 소리천로 25 (야당동, 유은타워7차) 607,8,9호",,2026-10-02,기한,"주식회사 제이앤에스컴퍼니 에서 경력무관 채용을 진행합니다. 근무지는 경기 파주시 소리천로 25 (야당동, 유은타워7차)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,경기 파주시,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49910736,,2026-09-07 20:25:36,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49924391,㈜데브올,데브올,[근무지 부산] Java 금융권 경력자 모집합니다.,,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,"정규직, 계약직","계약직, 정규직",,서울,금천구,서울 금천구,서울 금천구 디지털로 178 (가산동),,2026-10-04,기한,"㈜데브올에서 정규직 경력 채용을 진행합니다. 근무지는 서울 금천구 디지털로 178 (가산동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,"정규직, 계약직",서울 금천구,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49924391,,2026-09-07 20:27:49,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49917040,㈜용문,용문,부산신항만 내 냉동 컨테이너 관리직(주야근 교대),"항만, 관리직",,,,,,,,,,,,,,,,,,,,,,,없음,,고졸 이상,무관,0,정규직,정규직,,경남,창원시,경남 창원시,경남 창원시 진해구 신항로 339 (용원동),,2026-10-03,기한,"㈜용문에서 정규직 경력무관 채용을 진행합니다. 근무지는 경남 창원시 진해구 신항로 339 (용원동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,경남 창원시,2026-10-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49917040,,2026-09-07 20:28:22,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49661175,㈜건국물류,건국물류,[부산/울산/창원/김해]5톤 윙바디 운송기사모집/직접 배차하는 회사/초보ㅇ,"5톤 화물운송 일자리, 화물, 운송, 기사",5톤 화물운송 일자리,,,경력 신입·경력 학력 학력무관 스킬,"기본우대 인근거주자, 차량소지자, 운전가능자, 관련 자격증 보유자, 유관업무 경력자(1년), 즉시출근 가능자, 장기근무 가능자 자격증",,,,,,,물류·운송·배송,,탄력근무제,07:00,07:00,"07:00 ~ 07:00 탄력근무제 출퇴근, 차숙 (협의 가능)",월급,450,700,월급 450만원 ~ 700만원,1,명시,1,,경력,,"정규직, 계약직","계약직, 정규직",,경기,광명시,경기 광명시,"경기 광명시 신기로 21 (일직동, 대호엠스퀘어) (GS스틸타워) 11층 1103호",,2026-09-25,기한,"㈜건국물류에서 정규직 신입·경력 채용을 진행합니다. 근무지는 경기 광명시 신기로 21 (일직동, 대호엠스퀘어)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,"정규직, 계약직",경기 광명시,2026-09-25,https://www.jobkorea.co.kr/Recruit/GI_Read/49661175,,2026-09-07 20:34:34,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49903154,백제약품㈜영남본부,백제약품영남본부,백제약품 부산지점 영업사원 긴급모집(울산팀),"영업, 사원, 영업사원",,,,,,,,,,,,,,,,,,연봉,4000,,"연봉 40,000,000원",,없음,,학력무관,무관,0,정규직,정규직,,울산,남구,울산 남구,울산 남구 화합로 138 (삼산동),,2026-10-01,기한,"백제약품㈜영남본부에서 정규직 경력무관 채용을 진행합니다. 근무지는 울산 남구 화합로 138 (삼산동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,울산 남구,2026-10-01,https://www.jobkorea.co.kr/Recruit/GI_Read/49903154,,2026-09-07 20:35:11,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49912017,㈜더파티,더파티,[부산 1위 외식] (주)더파티 울산점 고객상담 및 연회진행 신입경력,고객상담,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,"정규직, 계약직","계약직, 정규직",,울산,북구,울산 북구,울산 북구 진장17길 10 (진장동,,2026-10-02,기한,"㈜더파티에서 정규직 경력무관 채용을 진행합니다. 근무지는 울산 북구 진장17길 10 (진장동, 신선도원몰)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",울산 북구,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49912017,,2026-09-07 20:36:54,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49917034,코웨이㈜,코웨이,"(주)코웨이 홈케어 매트리스 케어서비스 담당자 모집 / 창원시,부산강서구","렌탈영업, 렌탈제품관리, 수면환경관리, 영업, 환경관리, 운전","렌탈영업,렌탈제품관리, 수면환경관리",,"매트리스 렌탈 케어서비스 ㆍ코웨이 제품 영업 스킬 ㆍ1종보통운전면허, 2종보통운전면허",경력 경력무관 학력 학력무관 스킬,"기본우대 인근거주자, 차량소지자, 장기근무 가능자",,,,,,,그 외 기타 달리 분류되지 않은 개인 서비스업,,협의,09:00,19:00,협의가능 09:00 ~ 19:00 탄력근무제,월급,300,,월급 300만원 ~ 0만원,1,명시,1,,무관,0,기타,,,경남,창원시,경남 창원시,"경남 창원시 진해구 석동로 51 (석동, 세븐코아) 405호",,2026-10-03,기한,"코웨이㈜에서 경력무관 채용을 진행합니다. 근무지는 경남 창원시 진해구 석동로 51 (석동, 세븐코아)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,기타,경남 창원시,2026-10-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49917034,,2026-09-07 20:39:04,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49767107,㈜위더스토탈에어포트서비스,위더스토탈에어포트서비스,(일본/칸사이공항-KAS) 에어부산 등 공항지상직 STAFF 모집,,,,,,,,,,,,,,,,,,,연봉,2800,3601,"연봉 28,000,000원 ~ 36,010,000원",,없음,,초대졸 이상,무관,0,계약직,계약직,,해외,일본 오사카,일본 오사카,일본 오사카 칸사이공항,,2026-10-11,기한,"㈜위더스토탈에어포트서비스에서 계약직 경력무관 채용을 진행합니다. 근무지는 일본 오사카 칸사이공항이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,일본 오사카,2026-10-11,https://www.jobkorea.co.kr/Recruit/GI_Read/49767107,,2026-09-07 20:40:43,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49767804,삼성생명㈜,삼성생명,(부산 전지점)삼성생명(주) GFC 사업부 및  SFP 지역단 금융영업 위촉직 채용,"GFC 사업부, SFP 지역단, 영업","GFC 사업부, SFP 지역단",,,경력 신입·경력 학력 학력무관,기본우대 모집요강 참조,,,,,,,증권·보험·카드,,협의,09:00,17:00,협의가능 09:00 ~ 17:00 면접후 결정,회사내규,,,"회사 내규에 따름 (면접 후 결정, 상세요강 참조)",1,명시,1,,경력,,기타,,,서울,서초구,서울 서초구,"서울 서초구 서초대로74길 11 (서초동, 삼성전자빌딩) 삼성생명㈜",,2026-10-11,기한,"삼성생명㈜에서 신입·경력 채용을 진행합니다. 근무지는 서울 서초구 서초대로74길 11 (서초동, 삼성전자빌딩)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,기타,서울 서초구,2026-10-11,https://www.jobkorea.co.kr/Recruit/GI_Read/49767804,,2026-09-07 20:40:54,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49769178,㈜포맨파워,포맨파워,[TOM FORD] 톰포드 리테일코리아(유) 수도권/부산 세일즈 채용,세일즈,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,정규직,정규직,,서울,송파구,서울 송파구,서울 강남구 압구정로 407 (압구정동,,2026-10-11,기한,"㈜포맨파워에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,서울 송파구,2026-10-11,https://www.jobkorea.co.kr/Recruit/GI_Read/49769178,,2026-09-07 20:41:13,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49820381,㈜대우로직스,대우로직스,"[경상권-대구,울산,부산,경북,경남]5톤윙바디/화물운송/화물차운전/고정","화물, 운송, 운전",,,,,,,,,,,,,,,,,,연봉,5000,6001,"연봉 50,000,000원 ~ 60,010,000원",,없음,,학력무관,무관,0,"정규직, 계약직","계약직, 정규직",,경북,칠곡군,경북 칠곡군,경북 칠곡군 지천면 금호로 272 (연화리,,2026-10-02,기한,"㈜대우로직스에서 정규직 경력무관 채용을 진행합니다. 근무지는 경북 칠곡군 지천면 금호로 272 (연화리, 영남컨복합화물터미널및내륙컨테이너기지민)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",경북 칠곡군,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49820381,,2026-09-07 20:46:35,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49919527,㈜위드정보시스템,위드정보시스템,부산 금융기관 Python 개발자 모집,"부산 금융기관 파이썬 개발자, 개발자, 플랫폼, 개발",부산 금융기관 파이썬 개발자 모집,,"AI플랫폼 활용 개발 스킬 ㆍ Python, JAVA, Javascript, RestAPI, Spring",경력 경력 (3년이상) 학력 학력무관 스킬,"기본우대 인근거주자, 지방근무 가능자",,,,,,,솔루션·SI·CRM·ERP,,주5일(월~금),09:00,18:00,주5일(월~금) 09:00 ~ 18:00,회사내규,,,회사 내규에 따름 (면접 후 결정),1,명시,1,,경력,,계약직,계약직,,경남,거제시,경남 거제시,"경남 거제시 능포로 32 (장승포동, 오션타워)",,2026-10-03,기한,"㈜위드정보시스템에서 경력 채용을 진행합니다. 근무지는 경남 거제시 능포로 32 (장승포동, 오션타워)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,계약직,경남 거제시,2026-10-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49919527,,2026-09-07 20:48:39,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49773537,㈜제이에스에이치케이,제이에스에이치케이,2026 JSHK 하반기 부산경상 배달의민족 영업관리직 프리랜서 채용 공고,"배달의민족 영업관리 부산경상 프리랜서, 배달, 영업관리",배달의민족 영업관리 부산경상 프리랜서 채용공고,,,경력 경력무관 학력 학력무관,기본우대 차량소지자,,,,,,,응용 소프트웨어 개발 및 공급업,,주5일(월~금),,,주5일(월~금) 탄력근무제,연봉,3000,,연봉 3000만원 ~ 0만원,2,명시,2,,무관,0,계약직,계약직,,대구,중구,대구 중구,대구 중구 동덕로 184-1 (동인동1가),,2026-10-11,기한,"㈜제이에스에이치케이에서 경력무관 채용을 진행합니다. 근무지는 대구 중구 동덕로 184-1 (동인동1가)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,대구 중구,2026-10-11,https://www.jobkorea.co.kr/Recruit/GI_Read/49773537,,2026-09-07 20:50:39,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49757940,파트너물류 인천지점,파트너물류인천지점,대구 -부산 화물기사 모집 / 많은 노선확보로 매출보장,"화물, 기사, 화물기사",,,,,,,,,,,,,,,,,,월급,550,951,"월급 5,500,000원 ~ 9,510,000원",,없음,,학력무관,무관,0,"정규직, 계약직","계약직, 정규직",,대구,수성구,대구 수성구,대구 수성구 달구벌대로 3214 (신매동),,2026-10-10,기한,"파트너물류 인천지점에서 정규직 경력무관 채용을 진행합니다. 근무지는 대구 수성구 달구벌대로 3214 (신매동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",대구 수성구,2026-10-10,https://www.jobkorea.co.kr/Recruit/GI_Read/49757940,,2026-09-07 20:52:18,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49759509,예천축산,예천축산,소 부산물 손질 및 생산 직원 모집,"생산, 직원",,,,,,,,,,,,,,,,,,월급,250,,"월급 2,500,000원",,없음,,학력무관,신입,0,정규직,정규직,,경북,고령군,경북 고령군,경북 고령군 다산면 성암로 537-10,,2026-10-10,기한,"예천축산에서 정규직 신입 채용을 진행합니다. 근무지는 경북 고령군 다산면 성암로 537-10이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입,정규직,경북 고령군,2026-10-10,https://www.jobkorea.co.kr/Recruit/GI_Read/49759509,,2026-09-07 20:52:40,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49734091,㈜휴머니스트,휴머니스트,[GOYARD] 명품 고야드 코리아 서울/경기/부산 백화점 판매사원/OA 채용,"판매, 사원, 판매사원",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,정규직,정규직,,서울,강남구,서울 강남구,서울 강남구 압구정로 343 (압구정동,,2026-10-06,기한,"㈜휴머니스트에서 정규직 신입·경력 채용을 진행합니다. 근무지는 서울 강남구 압구정로 343 (압구정동, 갤러리아백화점)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,정규직,서울 강남구,2026-10-06,https://www.jobkorea.co.kr/Recruit/GI_Read/49734091,,2026-09-07 20:54:08,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49797143,㈜파워엔솔루션,파워엔솔루션,"[PNS] 2026 기술영업 신입/경력사원 모집 (서울,부산)","기술영업, 사원, 경력사원",,,,,,,,,,,,,,,,,,,,,,,없음,,대졸 이상,무관,0,정규직,정규직,,서울,서초구,서울 서초구,서울 서초구 양재동,,2026-10-17,기한,"㈜파워엔솔루션에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 서초구 양재동이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,서울 서초구,2026-10-17,https://www.jobkorea.co.kr/Recruit/GI_Read/49797143,,2026-09-07 20:55:39,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49927298,두산에너빌리티㈜,두산에너빌리티,순천/창원/영주/부산/영광/하동 건설현장 안전관리자 채용,"현장, 안전관리",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,계약직,계약직,,경남,하동군,경남 하동군,경남 하동군 금성면 경제산업로 509 (가덕리),,2026-10-04,기한,"두산에너빌리티㈜에서 계약직 경력무관 채용을 진행합니다. 근무지는 경남 하동군 금성면 경제산업로 509 (가덕리)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,경남 하동군,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49927298,,2026-09-07 20:56:54,제목엔 부산이나 근무지주소가 타지역
