공고URL,직종코드,담당업무,직종,직무키워드,학력,경력,급여,근무형태,상세주소,모집인원,수집시각
https://www.jobkorea.co.kr/Recruit/GI_Read/5532239/Ext?siteCode=WN&sc=,561102,"- 모집 직종 : 하우스맨 1명 - 근무 장소 : 부산시 연제구 중앙대로 1121, 하얏트플레이스 호텔 부산 연산 (지하철 1호선 연산역 7번출구 안락R 방향 100m) - 직무 내용 객실 관리 지원(비품 공급 등) 객실 쓰레기 및 재활용품 수거 복도, 팬트리, 서비스 구역 정리 및 청결 유지 룸메이드 요청 시 청소 지원 린넨실 및 장고 재고 관리 지원 공용부 청소 지원 - 자격 요건 : 하우스맨 유 경험자 우대 - 근무 조건 고용 형태 : 정규직 (수습기간 1개월) 근무 형태 : 주 5일 스케쥴 근무 (1일 8시간) - 급 여 : 월 2,400,000원 - 복지 및 혜택 퇴직금 및 4대 보험","호텔·콘도·숙박시설 청소원(룸메이드,하우스키퍼)",호텔청소원,학력무관,관계없음,월급 240만원 이상,고용형태,"부산광역시 연제구 중앙대로 1121, 하얏트 플레이스 호텔 부산 연산 (연산동)",1명,2026-09-08 21:06:22
https://www.jobkorea.co.kr/Recruit/GI_Read/5531457/Ext?siteCode=WN&sc=,871100,저희 사하단팥빵은 단과자빵 위주의 빵을 만들고 있는 제과점입니다. 포장을 제외한 반죽 성형 오븐 주된업무입니다. - 주6일. 08:00~17:00 - 연차/여름휴가 8일간 - 급여 : 280만원~330만원 식대 별도 제공,제과원 및 제빵사,제과사(제과원),학력무관,경력,월급 280만원 ~ 330만원,고용형태,"부산광역시 사하구 다대로 584, 1층,2층 (다대동)",1명,2026-09-08 21:06:23
https://www.jobkorea.co.kr/Recruit/GI_Read/5531456/Ext?siteCode=WN&sc=,028505,"*품질관리부서에서의 일반적인 업무수행 - HACCP관리, ISO인증서 관리, 미생물 실험, 작업자 위생교육, 품목제조보고서 관리, 자가품질검사 의뢰 등 * HACCP 관리(신입가능) * 식품계열 전공자",생산관리 사무원(음식료품),음식료품 관련 생산관리원,학력무관,경력,월급 230만원 이상,고용형태,"부산광역시 사하구 장평로132번길 20, 20",1명,2026-09-08 21:06:23
https://www.jobkorea.co.kr/Recruit/GI_Read/5530282/Ext?siteCode=WN&sc=,813201,cnc선반유압밸브류 6인치화낙 조작원 (경력직 임금 협의 가능합니다) 주간근무08:00-18:00,CNC 선반 조작원(NC 선반 조작원),CNC터닝선반조작원,학력무관,경력,"시급 11,000원 이상",고용형태,"부산광역시 사하구 다대로170번길 86, 신영이엔지 (신평동)",2명,2026-09-08 21:06:23
https://www.jobkorea.co.kr/Recruit/GI_Read/5532257/Ext?siteCode=WN&sc=,550101,"-노인요양시설 어르신 케어서비스 제공 -2교대 근무(주간 09:00~18:00, 휴게시간 1시간)(야간 18:00~08:00, 휴게시간 5시간) -경력무관 -필수사항 : 요양보호사자격증 소지자 -서류접수방법 : 우편, 이메일, 팩스, 고용24 입사지원 -제출서류 : 이력서, 자격증 사본 * 주40시간 초과근로시 수당 별도지급 * 야간근로 가산수당 별도지급",요양보호사(노인요양사),요양보호사,학력무관,관계없음,월급 220만원 이상,고용형태,부산광역시 사하구 천해로 131 (감천동),1명,2026-09-08 21:06:24
https://www.jobkorea.co.kr/Recruit/GI_Read/5531562/Ext?siteCode=WN&sc=,706000,"담당업무 비계 설치·해체 현장 관리 자재 관리 및 현장 정리 서류 작성 및 문서 관리 거래처 응대 및 기타 사무업무 지원자격 원자력 근무자 우대 학력·경력 무관(신입 지원 가능) 운전면허 소지자 컴퓨터 활용 가능자(한글, 엑셀) 필수 현장과 사무업무를 함께 수행할 수 있는 분",건설 및 광업 단순 종사원,-,학력무관,관계없음,월급 300만원 이상,고용형태,"부산광역시 기장군 해맞이로 454, 고리원자력",1명,2026-09-08 21:06:24
https://www.jobkorea.co.kr/Recruit/GI_Read/5584394/Ext?siteCode=WN&sc=,158102,소방시설 점검업무.,소방시설·설비 시공 기술자,화재감지설비설치원,학력무관,관계없음,"시급 10,320원 이상",고용형태,"부산광역시 사상구 사상로 135 (감전동, 삼보빌딩)",3명,2026-09-08 21:06:24
https://www.jobkorea.co.kr/Recruit/GI_Read/5530283/Ext?siteCode=WN&sc=,232903,"장애인활동지원사 모집 - 이용자 : 초등학생 / 남 / 자폐성장애 (**자폐장애에 대한 이해가 있는 분**) - 월 120시간 - 근무장소 : 영도구 청학동 (미주비치아파트 근처) - 근무요일 : 주 5일 - 근무시간 : (월,목) 07:30~08:30, 12:30~16:30 (화,수,금) 07:30~08:30, 13:30~17:30 개학 기준이며 방학 때는 시간 변동 있음 - 직무내용 : 신체활동지원 (등교준비), 사회활동(등하교, 치료실 동행, 산책, 운동 등 외부활동) - 시급 : 10,320원 + 각종 수당 (주휴수당, 연차수당, 연장수당, 공휴일수당 등) - 기타 : 4대보험 가입, 상해보험 가입, 퇴직금 지급",장애인 생활지도원(장애인활동보조원 포함),장애인활동지원사,학력무관,관계없음,"시급 10,320원 ~ 10,320원",고용형태,"부산광역시 영도구 청학남로60번길 26, 2층 (청학동)",1명,2026-09-08 21:06:24
https://www.jobkorea.co.kr/Recruit/GI_Read/5531359/Ext?siteCode=WN&sc=,159103,1. 프로젝트/호선별 승인 도면 작성 및 사내 배포 2. 제품별 BOM 작성 및 관리 3. 2D 및 3D 도면 작성 가능자 4. 지스타 캐드 및 엑셀 능숙자 우대,기계·금속 제도사(캐드원),-,대졸(4년)~박사,관계없음,"연봉 3,400만원 이상",고용형태,"부산광역시 강서구 미음산단1로15번길 53, 큐알피테크 (구랑동)",1명,2026-09-08 21:06:25
https://www.jobkorea.co.kr/Recruit/GI_Read/5531447/Ext?siteCode=WN&sc=,026501,"[모집직무] 사무원(A/S, 일반사업체) [직무소개] 아미쿡은 2002년 설립된 주방기구 선진화 업체로, 환경과 건강을 위한 고객 우선을 강조하며 다양한 조리도구를 생산하고 있습니다. 본 직무는 고객과의 소통과 영업 보조 업무를 통해 원활한 업무 진행을 지원하며, 회사의 성장에 기여하게됩니다. [주요업무] - 고객 A/S 문의 접수 및 배치 - A/S 관련 문서 작성 및 관리 - 전화 응대 및 상담 - 영업팀에 필요한 사무 지원 업무 - 기타 업무 지시에 따른 업무 수행",총무 및 일반 사무원,총무사무원,학력무관,관계없음,월급 220만원 ~ 260만원,고용형태,부산광역시 사하구 다산로106번길 47 (다대동),1명,2026-09-08 21:06:25
https://www.jobkorea.co.kr/Recruit/GI_Read/5532092/Ext?siteCode=WN&sc=,890006,"[향미식품 떡 제조 생산직 모집] 0 직무 : 식품분야 단순 종사원 0 자격요건 : 경력, 학력 무관, 신입가능 0 업무내용 : 떡꼬치 만들기, 떡 내포장 작업 0 시간: 주 5일(월~금) 09:00-18:00 0 월급: 2,156,880원 ★우대사항 : 식품포장기계 운영,지게차 운영 - 지원방법 : 고용24 회원가입-로그인-구직신청(경력 및 자격증, 사진, 자기소개서 등록 등)-구인공고 화면- [입사지원] 클릭하기",식품 분야 단순 종사원,식품분야 단순노무자,학력무관,관계없음,월급 215만원 ~ 215만원,고용형태,"부산광역시 사하구 을숙도대로755번길 15-8, 105동203호 (구평동)",5명,2026-09-08 21:06:26
https://www.jobkorea.co.kr/Recruit/GI_Read/5577048/Ext?siteCode=WN&sc=,026502,"치과 데스크 업무 [모집직무] 의료서비스, 진료실 지원, 환자 관리, 치과 진료 지원 [주요업무] - 환자 등록 및 환자 관리 - 진료실 진료업무 지원 - 대기실 청소 및 위생 관리",병원행정 사무원(원무),-,대졸(2~3년)~대졸(4년),관계없음,월급 230만원 이상,고용형태,"부산광역시 부산진구 가야대로 753, 12층 (부전동, 디알메디컬)",2명,2026-09-08 21:06:26
https://www.jobkorea.co.kr/Recruit/GI_Read/5532107/Ext?siteCode=WN&sc=,026201,온라인 광고 및 홍보 [직무소개] ㈜디유티코리아는 폴리우레탄 제품 전문 기업으로 30년이 넘는 역사를 자랑합니다. 최근 자체 연구개발을 통한 인체 친화적인 다탄성 폼 매트리스를 출시하여 새로운 시장을 선도하고 있습니다. 본 직무는 이 매트리스를 온라인 채널을 통해 효과적으로 홍보하고 판매를 촉진하는 역할을 담당합니다. [주요업무] - 온라인 매트리스 판매 채널 운영 및 관리 - 온라인 마케팅 캠페인 기획 및 실행 - 소셜 미디어 활용한 제품 홍보 및 고객과의 소통 - 온라인 고객 이벤트 및 프로모션 운영 - 판매 분석 및 데이터 기반 마케팅 전략 수립,마케팅·광고·홍보·상품기획 사무원,-,학력무관,경력,월급 230만원 ~ 350만원,고용형태,"부산광역시 강서구 화전산단1로 173, (주)디유티코리아 (화전동)",1명,2026-09-08 21:06:27
https://www.jobkorea.co.kr/Recruit/GI_Read/5531118/Ext?siteCode=WN&sc=,813209,NCT(펀칭) 기술자를 도와서 간단한 컴퓨터 작업을 할수 있으면 됩니다.,금속절곡기 조작원(밴딩기 조작원),NC절곡기조작원,학력무관,신입,"시급 11,000원 이상",고용형태,"부산광역시 사상구 학감대로 184-23, 경동금속주방 (학장동)",1명,2026-09-08 21:06:27
https://www.jobkorea.co.kr/Recruit/GI_Read/5531461/Ext?siteCode=WN&sc=,140303,토목 시공 기술자 현장종사원,토목시공 기술자(토목견적 포함),토목시공기술자,고졸~대졸(4년),경력,월급 300만원 ~ 400만원,고용형태,"부산광역시 사상구 사상로 520-16 (모라동, 모라엘리시아)",1명,2026-09-08 21:06:27
https://www.jobkorea.co.kr/Recruit/GI_Read/5531465/Ext?siteCode=WN&sc=,813104,"저희 회사는 레이저 6K 1대, 12K(6M) 1대, 20K 1대 보유하고 있는 레이저 가공 업체로서 CAD,CAM 경력기준입니다 CAM 프로그램 렌텍 사용합니다 많은 관심과 지원 바랍니다,",캐드캠 기능원,-,학력무관,경력,"연봉 4,500만원 ~ 4,600만원",고용형태,"부산광역시 강서구 낙동남로549번길 34 (녹산동, 그랜드160)",2명,2026-09-08 21:06:28
https://www.jobkorea.co.kr/Recruit/GI_Read/5531723/Ext?siteCode=WN&sc=,890006,- 생산현장 작업 - 수산물 가공 업무 - 제품 포장 업무,식품 분야 단순 종사원,식품분야 단순노무자,학력무관,관계없음,"시급 10,450원 이상",고용형태,부산광역시 강서구 녹산산단381로 36 (송정동),5명,2026-09-08 21:06:28
https://www.jobkorea.co.kr/Recruit/GI_Read/5531119/Ext?siteCode=WN&sc=,531800,"사상구 괘법동에 위치한 두레주간보호센터/ (오후/종일반)조리원를 아래와 같이 채용하고자 합니다. 1. 직종 및 인원 - 직종: (오후)조리원 (4시간 근무, 13:30-17:30 (휴게시간 30분/ 급여로 지급함.) (종일)조리원 (8시간 근무 , 휴게시간 12:30-13:30, (오전/오후 조리원과 함께 근무)) - 직무내용 : -오후반 : 식사 정리정돈 및 주간보호센터 내 조리 (저녁, 오후간식) -종일반 : 주간보호센터 내 조리 (아침, 점심,저녁, 간식) 및 식사 정리정돈 - 모집 인원: 2명 2. 채용조건 - 근무장소: 두레주간보호센터 - 근로시간 : 시간제 : 주5일 근무/ (오후)조리원 (4시간 근무, 13:30-17:30 (휴게시간 30분/ 급여로 지급함.) (종일)조리원 (8시간 근무 , 휴게시간 12:30-13:30, (오전/오후 조리원과 함께 근무) - 보수: (시간) 10,320원- 선호 조건 : 인근 거주자 3.채용사항 -접수방법 : 방문",단체급식 조리사,-,학력무관,신입,"시급 10,320원 ~ 10,320원",고용형태,부산광역시 사상구 광장로87번길 97 (괘법동),2명,2026-09-08 21:06:29
https://www.jobkorea.co.kr/Recruit/GI_Read/5529872/Ext?siteCode=WN&sc=,153100,"[모집직무] 배전반 설계, 전기 판넬 설계, 선박 전기 시스템, 전기 엔지니어, 자동화 시스템 [직무소개] 우리 회사는 선박용 전기 시스템 설계 전문 기업입니다. 다양한 선박 종류에 필요한 배전반 및 전기 판넬을 설계하고 제작합니다. 본 직무는 선박용 배전반 및 전기 제어 시스템 설계에 참여합니다. [주요업무] - 선박용 배전반 및 전기 판넬 설계 - 선박 전기 시스템 설계 - 설계 도면 및 기술 자료 작성 - 클라이언트와의 소통 및 협업",전기공학 기술자 및 연구원,-,학력무관,관계없음,월급 250만원 이상,고용형태,"부산광역시 강서구 화전산단2로 69-8, 1층 (화전동)",2명,2026-09-08 21:06:30
https://www.jobkorea.co.kr/Recruit/GI_Read/5529423/Ext?siteCode=WN&sc=,872900,각종 수산물 제조(전처리) 및 포장 상여금 별도(1년후 100%지급),"기타 식품 가공 관련 기능 종사원(건강원,탕제원 등)",건강원 종사자,학력무관,관계없음,"시급 10,320원 ~ 10,320원",고용형태,"부산광역시 서구 원양로 1, 수산가공선진화단지 B동 207호 해농수산 (암남동, 수산가공선진화단지)",2명,2026-09-08 21:06:30
https://www.jobkorea.co.kr/Recruit/GI_Read/5527722/Ext?siteCode=WN&sc=,890000,"부산기장군 정관 산단7로59 에 위치한 기타 신발 및 선박용 고무부품 제조업체입니다 제조 단순 노동 작업자 구인합니다. 부산기장 및 근교에 계신 분 많이 지원해주세요. 협의 후 강서구, 금사 쪽 통근차량 이용가능합니다",기타 제조 관련 단순 종사원,-,학력무관,관계없음,월급 230만원 ~ 250만원,고용형태,"부산광역시 기장군 정관읍 산단7로 59, 예림리 1091-2",2명,2026-09-08 21:06:30
https://www.jobkorea.co.kr/Recruit/GI_Read/5584340/Ext?siteCode=WN&sc=,028500,"- 3차원 측정기 , 형상 측정기 운용 - 검사 성적서 작성 - QSA, 피팝 대응 - 협력사 품질문서 대응",생산 및 품질관리 사무원,공정관리기술자,학력무관,관계없음,"연봉 3,500만원 이상",고용형태,"부산광역시 강서구 녹산산단382로 40, 주식회사 제이모션텍 (송정동, 공장전체)",1명,2026-09-08 21:06:31
https://www.jobkorea.co.kr/Recruit/GI_Read/5527723/Ext?siteCode=WN&sc=,013100,"[주요업무] - 연구과제 기획, 선정, 협약 및 진도 관리 - 연구비 예산 편성, 집행, 정산 등 연구비 관리 - 연구 과정 및 결과 보고서 작성 - 연구 자료 및 정보 수집 및 분석 - 회사 및 외부 관계자와의 협력",연구 관리자(부서장),-,학력무관,관계없음,"연봉 3,000만원 ~ 5,000만원",고용형태,부산광역시 기장군 기장읍 차성로190번길 33,1명,2026-09-08 21:06:31
https://www.jobkorea.co.kr/Recruit/GI_Read/5528064/Ext?siteCode=WN&sc=,215102,"1. B2G/B2B 이러닝 교육 프로그램 운영 - 이러닝 교육 기획/운영/성과분석 등 교육 과정 전반 관리 - 고객 요구 분석 및 맞품형 교육 플랫폼 운영 - HRD-Net 행정시스템 및 LMS 운영관리 - 성과 분석 및 보고서 작성 2. 부서원 관리 및 교육 운영 관련 업무 조율 3. 외부 파트너 및 이해 관계자와의 협력 및 커뮤니케이션 우대사항 - 온라인/이러닝 교육 운영 경력 3년 이상 - 훈련기관 인증 평가 및 과정 심사 경험이 있으신분- - K-디지털 기초역량훈련, K-디지털 트레이닝 등 B2B/B2G 교육 사업에 대한 이해도가 있으신분 관련 자격증 보유자 우대 - 평생교육사, 이러닝운영관리사 - 컴퓨터 관련 4년제 전공 졸업자 - 정보처리기사",교재·교구 및 e-learning 교육 전문가,학습컨텐츠개발원,학력무관,관계없음,"연봉 2,600만원 ~ 3,300만원",고용형태,"부산광역시 북구 백양대로 1025, 216호 세종평생교육원 (구포동, 협진태양아파트)",1명,2026-09-08 21:06:31
https://www.jobkorea.co.kr/Recruit/GI_Read/5527721/Ext?siteCode=WN&sc=,140303,구포재개발현장 공사직원급 모집합니다. 조건-1 토목 경력자 모집 2. 나이는 60세미만 3. 학력 자격 무관하며 기술인등급은 초급이상 4. 부산인근 출퇴근 가능자,토목시공 기술자(토목견적 포함),토목시공기술자,학력무관,경력,월급 400만원 ~ 500만원,고용형태,부산광역시 동구 충장대로 160 (초량동),1명,2026-09-08 21:06:32
https://www.jobkorea.co.kr/Recruit/GI_Read/5527664/Ext?siteCode=WN&sc=,813207,"당사는 현대자동차2차협력업체로 프레스 및 용접ASSY 제품을 생산하는 자동차부품 제조업체입니다. ◆ 프레스반 생산직 사원을 모집합니다 ◆ 1. 업무: 프로그레시브(자동)라인, 3P로봇자동화라인 프레스작업 2. 모집인원: 4명 3. 프레스 경력직, 금형셋팅가능자, 동종업계 유경험자 우대합니다. 4. 급여 : 최저시급 적용~, 연차&특근수당 외 5. 근무시간: 상세내용 참조 6. 접수방법: 워크넷입사지원, 팩스-이력서,자기소개서(팩스: 051-529-8055)",프레스기 및 절단기 조작원,프레스절단가공원,학력무관,관계없음,"시급 10,320원 이상",고용형태,"부산광역시 기장군 장안읍 장안산단2로 35, 반룡리829-6",3명,2026-09-08 21:06:32
https://www.jobkorea.co.kr/Recruit/GI_Read/5529855/Ext?siteCode=WN&sc=,531803,[괴정동] 해피빌요양원 조리원 모집 - 요양시설 조리원 - 주 5일 근무 (D : 09:00-18:00 / D1 : 05:30-14:30 / D2 : 05:30-18:00) - 연장근로수당 별도지급 - 조리사 자격증 미소지자도 지원가능(조리사 자격증 소지자 우대) - 정년 만65세 입니다,병원 급식 조리사,병원급식조리사,학력무관,관계없음,월급 215만원 이상,고용형태,부산광역시 사하구 다대로83번길 111 (괴정동),1명,2026-09-08 21:06:32
https://www.jobkorea.co.kr/Recruit/GI_Read/5528983/Ext?siteCode=WN&sc=,232100,"<1세반 담임교사를 채용합니다.> 발고 건강한 웃음의 책임감있는 교사분들의 많은 지원 바랍니다. 1차전형 : 이메일로 서류제출(이력서,자기소개서,자격증사본,등본1통(채용시),경력증명서 주시면 검토 후 연락드리겠습니다. ghdi1282@hanmail.net 2차전형 : 서류면접 통과 교사에 한해 면접 ***단,접수된 서류는 반환하지 않습니다.",보육교사,-,학력무관,관계없음,월급 231만원 ~ 254만원,고용형태,"부산광역시 남구 우암로 300, 공립오션파라곤어린이집 (문현동, 부산오션파라곤아파트)",1명,2026-09-08 21:06:32
https://www.jobkorea.co.kr/Recruit/GI_Read/5527691/Ext?siteCode=WN&sc=,155101,"수처리 전문 기업 [태현이엔지]에서 시설 관리 및 안전 관리를 담당할 유능한 가스 전문가를 모십니다 (주요업무) -수처리 공정 내 가스 시설(염소, 오존, LNG 등) 안전 관리 및 법정 선임 -관련 법적 서류 작성 및 인허가 업무 -프로젝트의 전반적인 관리 및 일정 조율 -관련 법규 및 규정을 준수하여 업무진행 -고객 요구사항을 반영한 맞춤형 솔루션 제공 (우대사항) -수처리 시설 또는 환경·화학 공장 근무 경력자 우대 -수처리 공정설계 및 관리 경험 -환경공학, 화학공학 등 관련 전공 학사 -기계설비 관련 자격증(기사, 기능사) -협업 능력이 뛰어나신 분 (필수) 가스기사 또는 가스산업기사 자격증 소지자 (필수) 가스안전관리자 법정 선임에 결격 사유가 없는 분 Auto CAD / 3DCAD / 2D CAD 자격증 우대",가스 기술자 및 연구원,충전시설안전관리자,학력무관,경력,월급 250만원 이상,고용형태,"부산광역시 사하구 감천항로 221-9 (구평동, 2층)",1명,2026-09-08 21:06:32
https://www.jobkorea.co.kr/Recruit/GI_Read/5529856/Ext?siteCode=WN&sc=,821200,[직무소개] 우리 회사는 고품질의 단조 제품을 생산하는 전문 기업입니다. 본 채용은 단조 공정 이후 후처리 및 쇼트 작업을 담당하는 능숙한 인력을 확보하기 위한 것입니다. [주요업무] - 단조 제품의 쇼트 공정 수행 - 단조 후처리 공정 지원 - 작업 환경을 청결하고 안전하게 유지 - 작업 지시사항에 따라 정확하게 작업 - 다른 작업자들과 협력하여 작업 효율 향상,금속가공 기계 조작원,-,학력무관,경력,월급 220만원 이상,고용형태,부산광역시 사하구 다산로208번길 7,1명,2026-09-08 21:06:32
https://www.jobkorea.co.kr/Recruit/GI_Read/5529659/Ext?siteCode=WN&sc=,531803,"조리, 전처리, 상차림, 설거지, 청소 등 입원환자 및 직원 식사 관련 업무 (병동배식X)",병원 급식 조리사,-,학력무관,관계없음,월급 250만원 ~ 250만원,고용형태,"부산광역시 수영구 광일로43번길 25, 백세요양병원",1명,2026-09-08 21:06:33
https://www.jobkorea.co.kr/Recruit/GI_Read/5528628/Ext?siteCode=WN&sc=,550102,"따뜻한 마음으로 어르신을 가족처럼 케어해 주실 소중한 요양보호사 선생님을 모집합니다. 독거 어르신으로 거동이 양호하셔서 식사 및 가사 지원 중심의 편안한 업무입니다. 📋 근무 조건 근무 형태: 방문요양 근무 지역: 부산시 서구 천마로 (남부민동) 근무 요일: 월-토 (주 6일) or 월-금 (주 5일) 근무 시간: 08:00 ~ 11:00 or 09:00~12:00 (하루 3시간) 급여 조건: 13,000원 (제수당 포함) 👵 대상자 정보 및 케어 내용 대상자: 73세 여성 어르신 (장기요양 4등급) 건강 상태: 거동 문제 없음 (독거) 주요 업무: 밑반찬 준비 도움, 말벗 등 기본적 케어 ⭐ 기타 참고 사항 어르신께서 불교신자이시며, 방에 관련 불교 용품이 다수 구비되어 있습니다. 불교 종교문화를 이해해 주시거나 정서적으로 편안하게 받아들여 주실 수 있는 선생님이면 더욱 좋습니다. 거동이 원활하셔서 케어 난이도가 높지 않으며, 케어 큰 어려움이 없으신 어르신 입니다. 궁금하신 점은 051-925-9972로 연락주시기 바랍니다.",재가 요양보호사,-,학력무관,관계없음,"시급 10,320원 ~ 10,320원",고용형태,"부산광역시 서구 부민동2가 구덕로 225, 동아대 부민캠퍼스 인근 (부민동2가)",1명,2026-09-08 21:06:33
https://www.jobkorea.co.kr/Recruit/GI_Read/5529578/Ext?siteCode=WN&sc=,813210,산업기계 부품가공 조선기자재 가공,머시닝센터(MCT) 조작원,-,학력무관,경력,"연봉 5,000만원 이상",고용형태,"부산광역시 강서구 제도로1022번길 31, 프로테크 (강동동)",2명,2026-09-08 21:06:33
https://www.jobkorea.co.kr/Recruit/GI_Read/5528955/Ext?siteCode=WN&sc=,159103,"산업용 고속자동문 영업 및 CAD 업무 외 주 5일 근무 근무시간 : 08:00~18:30 퇴직연금,연차,잔업수당,특근수당 있습니다. 점심제공",기계·금속 제도사(캐드원),-,학력무관,경력,"연봉 3,500만원 ~ 3,500만원",고용형태,부산광역시 사상구 감전천로 215 (감전동),1명,2026-09-08 21:06:34
https://www.jobkorea.co.kr/Recruit/GI_Read/5527727/Ext?siteCode=WN&sc=,834000,"(주)마이텍 ( 강서구 미음산단 4로33) 1) 학력 : 고졸이상 2) 경력 5년 이상 3) 근무시간 : 07시 50분 ~ 17시10분, 주5일 4) 필수 자격사항 - 에너지 관리기사, 에너지관리산업기사, 에너지관리기능장 또는 에너지 관리기능사 - 가스기능사 5) 직무 : 공장 및 사무동 설비관리 및 유지보수, 전기관리, 보일러관리 6) 연봉 : 협의 가능 7) 입사후 3개월 수습기간 적용 * 실제 구직의사 있는분들만 접수 부탁드립니다.",전기 및 전자설비 조작원,-,학력무관,경력,"연봉 3,000만원 이상",고용형태,부산광역시 강서구 미음산단4로 33 (미음동),1명,2026-09-08 21:06:34
https://www.jobkorea.co.kr/Recruit/GI_Read/5529650/Ext?siteCode=WN&sc=,027206,"경리 📋 주요업무 비용(경리) 업무 담당자 모집(0명) ■ 주요업무 전표 입력 및 관리 (이카운트/자체 ERP 사용) 가맹점 및 본사 비용 처리 전반 매입·매출 내역 정리 및 관리 자금일보 및 정산 자료 작성 수산물 및 식자재 관련 비용 관리 가맹점 정산 및 공급가 관리 학력 무관 / 전공 무관 회계·경리 실무 엑셀 활용 기본 데이터 정리 가능자 이카운트 프로그램 사용 우대 / erp전반에 대한 지식이 있는자 책임감 있고 정확한 업무 처리 가능자 ■ 우대사항 프랜차이즈 본사 또는 외식업 경력자 이카운트 사용 경험자 다수 매장/가맹점 비용 관리 경험자 꼼꼼하고 체계적인 업무 성향 보유자 🏠 근무조건 • 고용형태 : 정규직 • 급여 : 월급 250만원 • 근무지 : 부산 수영구 광안해변로295번길 4-5 ■ 복지 및 혜택 4대 보험 및 퇴직금 휴일 근무 수당 지급(휴일근무없음) 자사 브랜드(삼바리) 직원 할인 🚀 채용절차 접수방법 :고용24 입사지원 전형절차 : 서류전형 → 1차면접 → 최종합격 🛎️ 유의사항 • 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",경리 사무원(일반사업체),경리,학력무관,관계없음,월급 250만원 ~ 250만원,고용형태,"부산광역시 수영구 광안해변로295번길 4-5, 3층 위어스컴퍼니 (민락동)",1명,2026-09-08 21:06:35
https://www.jobkorea.co.kr/Recruit/GI_Read/5529768/Ext?siteCode=WN&sc=,231100,"- 근무지: 해운대구 해운대로 361 센텀삼환아파트 내 상가 303호 - 직무내용: 사회복지사 내, 외근직 업무(라운딩) 나이,경력무관/어르신을 이해하고 존중하는 분 희망 컴퓨터, 서류업무 가능자, 사회활동 유경험자 우대 - 근무시간: 09:00~18:00(주5일) - 급여: 월급 220만원 차량소지자 유류대 지원(10만원), 미소지자 교통카드 제공 - 제출서류: 이력서 - 접수방법: 채용담당자 통화 후 방문 면접 - 채용문의: 센터장 010-9177-5557",사회복지사,-,학력무관,관계없음,월급 220만원 ~ 220만원,고용형태,"부산광역시 해운대구 해운대로 361 (우동, 센텀삼환아파트)",1명,2026-09-08 21:06:35
https://www.jobkorea.co.kr/Recruit/GI_Read/5528339/Ext?siteCode=WN&sc=,550101,"- 문현경동라인아파트 인근 거주- - 2등급/할머니/80대 후반/독거 - 가사도움(반찬 및 식사준비도움, 청소 등), 병원동행 등 - 주5일 - 09:00~12:00(3시간) - 중증수당별도지급 - 담당자 연락처 010-2202-0637",요양보호사(노인요양사),-,학력무관,관계없음,"시급 10,320원 ~ 13,000원",고용형태,"부산광역시 남구 수영로39번가길 77, . (문현동)",1명,2026-09-08 21:06:35
https://www.jobkorea.co.kr/Recruit/GI_Read/5527719/Ext?siteCode=WN&sc=,624400,"[모집직무] 선박관리, 항만운영, 자율운항, 해운법규, 선사업 [직무소개] 대진해운은 국내항 모래선 2척을 운항하며 오랜 경험을 바탕으로 안정적인 운영을 이어오고 있습니다. 본 채용은 선박 운영 및 관리를 책임지고 효율적이고 안전한 항만 운영을 지원할 공무감독을 모집합니다. [주요업무] - 선박 운항 관리 및 감독 - 항만 운영 및 관리 지원 - 선박 관련 법규 및 규정 준수 - 안전 관리 시스템 운영 - 운항 및 관리에 관한 보고 서 작성",선박 승무원 및 관련 종사원,선박갑판원,학력무관,경력,월급 500만원 ~ 500만원,고용형태,"부산광역시 영도구 태종로 70, 3층 (대교동1가)",1명,2026-09-08 21:06:36
https://www.jobkorea.co.kr/Recruit/GI_Read/5527734/Ext?siteCode=WN&sc=,813105,"[모집직무] 금형 제작, 프레스 기계 운영, 제품 생산, 재료 관리, 공정 관리 [직무소개] 우리 회사는 금속 재료를 활용하여 다양한 금형을 제작하고 프레스 기계를 통해 제품을 생산, 산업기계를 제작하는 업체입니다. 본 직무는 금형 제작 및 프레스 기계 작동을 지원하는 중요한 역할을 수행합니다. [주요업무] - 금형 제조 지원 - 프레스 기계 운영 지원 - 제품 생산 라인 지원 - 재료 준비 및 관리 - 작업 공간 정리 및 청소",금형제조 보조원,-,학력무관,관계없음,월급 250만원 ~ 280만원,고용형태,"부산광역시 강서구 공항로1347번길 72-13, 금호정밀 (대저1동)",1명,2026-09-08 21:06:36
